id,title,description,link,price,sale_price,brand,gtin,condition,image_link,mpn,product_type,quantity,shipping,tax,shipping_weight,availability,google_product_category,custom_label_0
113608,CBS350-16P-E-2G-NA - Cisco 350 CBS350-16P-E-2G Ethernet Switch 18 Ports Manageable 2 Layer Supported Modular 2 SFP Slots 23.68 W Power Consu,CBS350-16P-E-2G-NA - Cisco 350 CBS350-16P-E-2G Ethernet Switch 18 Ports Manageable 2 Layer Supported Modular 2 SFP Slots 23.68 W Power Consu,https://refurbtechltd.co.uk/cbs350-16p-e-2g-na-cisco-350-cbs350-16p-e-2g-ethernet-switch-18-ports-manageable-2-layer-supported-modular-2-sfp-slots-23-68-w-power-consu/,1354 USD,677 USD,Cisco,889728294171,New,http://refurbtechltd.co.uk/product_images/o/890/CBS350-16P-E-2G-NA__76090.jpg,CBS350-16P-E-2G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,601-700
113598,CBS250-48P-4G-NA - Cisco 250 CBS250-48P-4G Ethernet Switch 48 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 370 W PoE Budget Opti,CBS250-48P-4G-NA - Cisco 250 CBS250-48P-4G Ethernet Switch 48 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 370 W PoE Budget Opti,https://refurbtechltd.co.uk/cbs250-48p-4g-na-cisco-250-cbs250-48p-4g-ethernet-switch-48-ports-manageable-2-layer-supported-modular-4-sfp-slots-370-w-poe-budget-opti/,1912 USD,956 USD,Cisco,889728295925,New,http://refurbtechltd.co.uk/product_images/e/775/CBS250-48P-4G-NA__96293.jpg,CBS250-48P-4G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,901-1000
113586,CBS220-48T-4X - Cisco Business 220 48-Ports 10/100/1000 + 4 x 10 Gigabit SFP+ Uplink Layer 2 Managed Rack-Mountable Network Switch,CBS220-48T-4X - Cisco Business 220 48-Ports 10/100/1000 + 4 x 10 Gigabit SFP+ Uplink Layer 2 Managed Rack-Mountable Network Switch,https://refurbtechltd.co.uk/cbs220-48t-4x-cisco-business-220-48-ports-10-100-1000-4-x-10-gigabit-sfp-uplink-layer-2-managed-rack-mountable-network-switch/,1832 USD,916 USD,Cisco,889728248808,New,http://refurbtechltd.co.uk/product_images/y/981/CBS220-48T-4X__70116.jpg,CBS220-48T-4X,Network Switches,9999,,,11 lb,in stock,Electronics > Networking > Hubs & Switches,901-1000
113597,CBS250-48P-4G - Cisco Business 250 48-Ports 10/100/1000 + 4 x Gigabit SFP PoE+ Layer 2 Managed Rack-Mountable Network Switch,CBS250-48P-4G - Cisco Business 250 48-Ports 10/100/1000 + 4 x Gigabit SFP PoE+ Layer 2 Managed Rack-Mountable Network Switch,https://refurbtechltd.co.uk/cbs250-48p-4g-cisco-business-250-48-ports-10-100-1000-4-x-gigabit-sfp-poe-layer-2-managed-rack-mountable-network-switch/,1880 USD,940 USD,Cisco,889728295925,New,http://refurbtechltd.co.uk/product_images/i/901/CBS250-48P-4G__20228.jpg,CBS250-48P-4G,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,901-1000
112379,C1000-16FP-2G-L - Cisco Catalyst 1000-16FP 16 Port Managed Rack Mountable Net Switch,C1000-16FP-2G-L - Cisco Catalyst 1000-16FP 16 Port Managed Rack Mountable Net Switch,https://refurbtechltd.co.uk/c1000-16fp-2g-l-cisco-catalyst-1000-16fp-16-port-managed-rack-mountable-net-switch/,1810 USD,905 USD,Cisco,889728248891,New,http://refurbtechltd.co.uk/product_images/v/943/C1000-16FP-2G-L__52722.jpg,C1000-16FP-2G-L,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,901-1000
113584,CBS220-48P-4G-NA - Cisco Business CBS220-48P-4G Ethernet Switch 48 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 53 W Power Consump,CBS220-48P-4G-NA - Cisco Business CBS220-48P-4G Ethernet Switch 48 Ports Manageable 2 Layer Supported Modular 4 SFP Slots 53 W Power Consump,https://refurbtechltd.co.uk/cbs220-48p-4g-na-cisco-business-cbs220-48p-4g-ethernet-switch-48-ports-manageable-2-layer-supported-modular-4-sfp-slots-53-w-power-consump/,1778 USD,889 USD,Cisco,889728345088,New,http://refurbtechltd.co.uk/product_images/d/613/CBS220-48P-4G-NA__92697.jpg,CBS220-48P-4G-NA,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,801-900
48945,523301 - Intellinet Network Solutions Fast Ethernet Office Switch 5 Ports 5 x RJ-45 10/100Base-TX,523301 - Intellinet Network Solutions Fast Ethernet Office Switch 5 Ports 5 x RJ-45 10/100Base-TX,https://refurbtechltd.co.uk/523301-intellinet-network-solutions-fast-ethernet-office-switch-5-ports-5-x-rj-45-10-100base-tx/,110 USD,55 USD,Intellinet,,New,http://refurbtechltd.co.uk/product_images/f/140/523301__56685.jpg,523301,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,1-100
4166,0235A23P - HP 3Com S3100-26TP-EI 2 x SFP + 24 x 10/100Base-TX LAN Ethernet Net Switch,0235A23P - HP 3Com S3100-26TP-EI 2 x SFP + 24 x 10/100Base-TX LAN Ethernet Net Switch,https://refurbtechltd.co.uk/0235a23p-hp-3com-s3100-26tp-ei-2-x-sfp-24-x-10-100base-tx-lan-ethernet-net-switch/,286 USD,143 USD,HP,,New,http://refurbtechltd.co.uk/product_images/d/840/0235A23P__06070.jpg,0235A23P,Network Switches,9999,,,10 lb,in stock,Electronics > Networking > Hubs & Switches,101-200
14111,12300-BS01 - QLogic 12300-BS01 36 x InfiniBand(Ports) QSFP 120/230 V AC Rack Mountable Net Switch,12300-BS01 - QLogic 12300-BS01 36 x InfiniBand(Ports) QSFP 120/230 V AC Rack Mountable Net Switch,https://refurbtechltd.co.uk/12300-bs01-qlogic-12300-bs01-36-x-infiniband-ports-qsfp-120-230-v-ac-rack-mountable-net-switch/,2482 USD,1241 USD,QLogic,,New,http://refurbtechltd.co.uk/product_images/n/054/12300-BS01__23420.jpg,12300-BS01,Network Switches,9999,,,2 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
43638,1700599G1 - Adtran NetVanta 1238 Ethernet Switch with PoE 2 x SFP Shared 48 x 10/100Base-TX LAN 4 x 10/100/1000Base-T LAN,1700599G1 - Adtran NetVanta 1238 Ethernet Switch with PoE 2 x SFP Shared 48 x 10/100Base-TX LAN 4 x 10/100/1000Base-T LAN,https://refurbtechltd.co.uk/1700599g1-adtran-netvanta-1238-ethernet-switch-with-poe-2-x-sfp-shared-48-x-10-100base-tx-lan-4-x-10-100-1000base-t-lan/,2116 USD,1058 USD,Adtran,,New,http://refurbtechltd.co.uk/product_images/j/046/1700599G1__51420.jpg,1700599G1,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
19900,177862-B21 - Compaq StorageWorks Fibre Channel Arbitrated Loop 8Ports Switch,177862-B21 - Compaq StorageWorks Fibre Channel Arbitrated Loop 8Ports Switch,https://refurbtechltd.co.uk/177862-b21-compaq-storageworks-fibre-channel-arbitrated-loop-8ports-switch/,634 USD,317 USD,Compaq,,New,http://refurbtechltd.co.uk/product_images/h/659/177862-B21__92417.jpg,177862-B21,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,301-400
20884,2026-416 - IBM TotalStorage SAN16M-2 16-Por Fibre Channel 4Gb/s SAN Net Switch,2026-416 - IBM TotalStorage SAN16M-2 16-Por Fibre Channel 4Gb/s SAN Net Switch,https://refurbtechltd.co.uk/2026-416-ibm-totalstorage-san16m-2-16-por-fibre-channel-4gb-s-san-net-switch/,1564 USD,782 USD,IBM,,New,http://refurbtechltd.co.uk/product_images/n/644/2026-416__94510.jpg,2026-416,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,701-800
14703,26K6477 - IBM Qlogic 6 Port Fibre Channel Net Switch,26K6477 - IBM Qlogic 6 Port Fibre Channel Net Switch,https://refurbtechltd.co.uk/26k6477-ibm-qlogic-6-port-fibre-channel-net-switch/,484 USD,242 USD,IBM,,New,http://refurbtechltd.co.uk/product_images/p/261/26K6477__90141.jpg,26K6477,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,201-300
22859,283192-B21 - HP ProLiant BL p-Class C-GbE2 6Ports RJ-45 Managed Interconnect Kit Switch,283192-B21 - HP ProLiant BL p-Class C-GbE2 6Ports RJ-45 Managed Interconnect Kit Switch,https://refurbtechltd.co.uk/283192-b21-hp-proliant-bl-p-class-c-gbe2-6ports-rj-45-managed-interconnect-kit-switch/,528 USD,264 USD,HP,,New,http://refurbtechltd.co.uk/product_images/o/480/283192-B21__54888.jpg,283192-B21,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,201-300
46929,3810M 24SFP+ - HPE Aruba Ports 250W Managed Rack-mountable Network Switch (JL430A),3810M 24SFP+ - HPE Aruba Ports 250W Managed Rack-mountable Network Switch (JL430A),https://refurbtechltd.co.uk/3810m-24sfp-hpe-aruba-ports-250w-managed-rack-mountable-network-switch-jl430a/,12988 USD,6494 USD,HPE,,New,http://refurbtechltd.co.uk/product_images/e/128/3810M-24SFP-__09534.jpg,3810M 24SFP+,Network Switches,9999,,,13 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
47142,3CRS42G-48-91 - 3Com 4210G-48 Gigabit Stackable Ethernet Switch 48Ports Manageable 48 x RJ-45 Stack Port 6 x Expansion Slots 10/100/1000Base-T,3CRS42G-48-91 - 3Com 4210G-48 Gigabit Stackable Ethernet Switch 48Ports Manageable 48 x RJ-45 Stack Port 6 x Expansion Slots 10/100/1000Base-T,https://refurbtechltd.co.uk/3crs42g-48-91-3com-4210g-48-gigabit-stackable-ethernet-switch-48ports-manageable-48-x-rj-45-stack-port-6-x-expansion-slots-10-100-1000base-t/,2116 USD,1058 USD,3Com,,New,http://refurbtechltd.co.uk/product_images/h/396/3CRS42G-48-91__67806.jpg,3CRS42G-48-91,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
31873,413270-001 - HP MDS 9020 20 Port 4GB Fabric Net Switch,413270-001 - HP MDS 9020 20 Port 4GB Fabric Net Switch,https://refurbtechltd.co.uk/413270-001-hp-mds-9020-20-port-4gb-fabric-net-switch/,2682 USD,1341 USD,HP,,New,http://refurbtechltd.co.uk/product_images/g/263/413270-001__18908.jpg,413270-001,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
32934,4322DS - Dell PowerEdge 4322DS 32 Port Rack Mountable KVM Net Switch,4322DS - Dell PowerEdge 4322DS 32 Port Rack Mountable KVM Net Switch,https://refurbtechltd.co.uk/4322ds-dell-poweredge-4322ds-32-port-rack-mountable-kvm-net-switch/,3680 USD,1840 USD,Dell,,New,http://refurbtechltd.co.uk/product_images/h/148/4322DS__42705.jpg,4322DS,Network Switches,9999,,,2 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
34717,463-7701 - Dell N2048 48Ports 10/100/1000Base-T + 2x 10 Gigabit SFP+ Managed Layer2 Ethernet Net Switch,463-7701 - Dell N2048 48Ports 10/100/1000Base-T + 2x 10 Gigabit SFP+ Managed Layer2 Ethernet Net Switch,https://refurbtechltd.co.uk/463-7701-dell-n2048-48ports-10-100-1000base-t-2x-10-gigabit-sfp-managed-layer2-ethernet-net-switch/,2732 USD,1366 USD,Dell,,New,http://refurbtechltd.co.uk/product_images/n/213/463-7701__67213.jpg,463-7701,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
34718,463-7708 - Dell PowerConnect N3024F 24Ports 2 X SFP+ Managed Layer3 Gigabit Ethernet Net Switch,463-7708 - Dell PowerConnect N3024F 24Ports 2 X SFP+ Managed Layer3 Gigabit Ethernet Net Switch,https://refurbtechltd.co.uk/463-7708-dell-powerconnect-n3024f-24ports-2-x-sfp-managed-layer3-gigabit-ethernet-net-switch/,2682 USD,1341 USD,Dell,,New,http://refurbtechltd.co.uk/product_images/o/081/463-7708__42191.jpg,463-7708,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
49034,"5420F-8W-16P-4XE - Extreme Networks ExtremeSwitching 5420F Ethernet Switch 8 Ports 2 Layer Supported Modular Optical Fiber, Twisted Pair PoE","5420F-8W-16P-4XE - Extreme Networks ExtremeSwitching 5420F Ethernet Switch 8 Ports 2 Layer Supported Modular Optical Fiber, Twisted Pair PoE",https://refurbtechltd.co.uk/5420f-8w-16p-4xe-extreme-networks-extremeswitching-5420f-ethernet-switch-8-ports-2-layer-supported-modular-optical-fiber-twisted-pair-poe/,9280 USD,4640 USD,Extreme Networks,,New,http://refurbtechltd.co.uk/product_images/p/094/5420F-8W-16P-4XE__89044.jpg,5420F-8W-16P-4XE,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
49064,5520-48SE - Extreme Networks 5520 48Port SFP Switch,5520-48SE - Extreme Networks 5520 48Port SFP Switch,https://refurbtechltd.co.uk/5520-48se-extreme-networks-5520-48port-sfp-switch/,17876 USD,8938 USD,Extreme Networks,,New,http://refurbtechltd.co.uk/product_images/i/382/5520-48SE__71520.jpg,5520-48SE,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
39951,619779-001 - HP Brocade FC8-64 64 Port 64 x 8Gb Fibre Channel SAN Director Net Switch,619779-001 - HP Brocade FC8-64 64 Port 64 x 8Gb Fibre Channel SAN Director Net Switch,https://refurbtechltd.co.uk/619779-001-hp-brocade-fc8-64-64-port-64-x-8gb-fibre-channel-san-director-net-switch/,10078 USD,5039 USD,HP,,New,http://refurbtechltd.co.uk/product_images/o/924/619779-001__73669.jpg,619779-001,Network Switches,9999,,,5 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
49453,6200-24G-mGBIC yl - HP 24-Ports SFP (Mini-GBIC) Layer 3 Managed Network Switch,6200-24G-mGBIC yl - HP 24-Ports SFP (Mini-GBIC) Layer 3 Managed Network Switch,https://refurbtechltd.co.uk/6200-24g-mgbic-yl-hp-24-ports-sfp-mini-gbic-layer-3-managed-network-switch/,4306 USD,2153 USD,HP,,New,http://refurbtechltd.co.uk/product_images/n/167/6200-24G-mGBIC-yl__95562.jpg,6200-24G-mGBIC yl,Network Switches,9999,,,9 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
49546,6408TF - SMCNetworks Ez 8Ports RJ-45 Switch 8 10Base-T 1 100Base-Tx 1 100base-fx,6408TF - SMCNetworks Ez 8Ports RJ-45 Switch 8 10Base-T 1 100Base-Tx 1 100base-fx,https://refurbtechltd.co.uk/6408tf-smcnetworks-ez-8ports-rj-45-switch-8-10base-t-1-100base-tx-1-100base-fx/,1248 USD,624 USD,SMC,,New,http://refurbtechltd.co.uk/product_images/y/056/6408TF__91352.jpg,6408TF,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,601-700
56228,7159CAX - Lenovo 48Ports SFP+ RackSwitch G7052 (Rear to Front) Gigabit Ethernet Switch 1U Rack-Mountable,7159CAX - Lenovo 48Ports SFP+ RackSwitch G7052 (Rear to Front) Gigabit Ethernet Switch 1U Rack-Mountable,https://refurbtechltd.co.uk/7159cax-lenovo-48ports-sfp-rackswitch-g7052-rear-to-front-gigabit-ethernet-switch-1u-rack-mountable/,2182 USD,1091 USD,Lenovo,,New,http://refurbtechltd.co.uk/product_images/o/758/7159CAX__18508.jpg,7159CAX,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
53272,90Y3562 - Lenovo Flex System En2092 1GB Ethernet Scalable Net Switch,90Y3562 - Lenovo Flex System En2092 1GB Ethernet Scalable Net Switch,https://refurbtechltd.co.uk/90y3562-lenovo-flex-system-en2092-1gb-ethernet-scalable-net-switch/,3482 USD,1741 USD,Lenovo,,New,http://refurbtechltd.co.uk/product_images/t/743/90Y3562__84338.jpg,90Y3562,Network Switches,9999,,,15 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111090,A7984AR - HP Storageworks 4GB Fibre Channel 4/8 Ports Base SAN Switch,A7984AR - HP Storageworks 4GB Fibre Channel 4/8 Ports Base SAN Switch,https://refurbtechltd.co.uk/a7984ar-hp-storageworks-4gb-fibre-channel-4-8-ports-base-san-switch/,1248 USD,624 USD,HP,,New,http://refurbtechltd.co.uk/product_images/m/328/A7984AR__88303.jpg,A7984AR,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,601-700
111265,AC1124A - Black Box NIB-2x4 DVI Matrix Switch with Audio,AC1124A - Black Box NIB-2x4 DVI Matrix Switch with Audio,https://refurbtechltd.co.uk/ac1124a-black-box-nib-2x4-dvi-matrix-switch-with-audio/,994 USD,497 USD,Black Box,,New,http://refurbtechltd.co.uk/product_images/x/177/AC1124A__77724.jpg,AC1124A,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,401-500
111266,AC1125A - Black Box NIB-4x2 DVI Matrix Switch with Audio and RS-232 Control,AC1125A - Black Box NIB-4x2 DVI Matrix Switch with Audio and RS-232 Control,https://refurbtechltd.co.uk/ac1125a-black-box-nib-4x2-dvi-matrix-switch-with-audio-and-rs-232-control/,930 USD,465 USD,Black Box,,New,http://refurbtechltd.co.uk/product_images/e/583/AC1125A__72118.jpg,AC1125A,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,401-500
111286,ACX1004A-HID2 - Black Box TC Series KM Desktop Switch 4Port (2) HID,ACX1004A-HID2 - Black Box TC Series KM Desktop Switch 4Port (2) HID,https://refurbtechltd.co.uk/acx1004a-hid2-black-box-tc-series-km-desktop-switch-4port-2-hid/,1736 USD,868 USD,Black Box,,New,http://refurbtechltd.co.uk/product_images/k/409/ACX1004A-HID2__06563.jpg,ACX1004A-HID2,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,801-900
111696,AL4500A13-E6 - Nortel Fast Ethernet Routing External Switch 4526T-PWR with 24Ports 10/100 802.af SFP PoE Ports,AL4500A13-E6 - Nortel Fast Ethernet Routing External Switch 4526T-PWR with 24Ports 10/100 802.af SFP PoE Ports,https://refurbtechltd.co.uk/al4500a13-e6-nortel-fast-ethernet-routing-external-switch-4526t-pwr-with-24ports-10-100-802-af-sfp-poe-ports/,744 USD,372 USD,Nortel,,New,http://refurbtechltd.co.uk/product_images/w/529/AL4500A13-E6__98746.jpg,AL4500A13-E6,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,301-400
111697,AL4500E05-E6 - Nortel 4524GT Gigabit Ethernet Routing External Switch with 24Ports 10/100/1000 BaseTX Ports SFP with Power Cord,AL4500E05-E6 - Nortel 4524GT Gigabit Ethernet Routing External Switch with 24Ports 10/100/1000 BaseTX Ports SFP with Power Cord,https://refurbtechltd.co.uk/al4500e05-e6-nortel-4524gt-gigabit-ethernet-routing-external-switch-with-24ports-10-100-1000-basetx-ports-sfp-with-power-cord/,1088 USD,544 USD,Nortel,,New,http://refurbtechltd.co.uk/product_images/d/267/AL4500E05-E6__61997.jpg,AL4500E05-E6,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
111698,AL4500E06-E6 - Nortel 4526GTX-NO PWR 24Ports SFP 10/100/1000Base-TX PC Gigabit Ethernet Routing Switch,AL4500E06-E6 - Nortel 4526GTX-NO PWR 24Ports SFP 10/100/1000Base-TX PC Gigabit Ethernet Routing Switch,https://refurbtechltd.co.uk/al4500e06-e6-nortel-4526gtx-no-pwr-24ports-sfp-10-100-1000base-tx-pc-gigabit-ethernet-routing-switch/,1460 USD,730 USD,Nortel,,New,http://refurbtechltd.co.uk/product_images/e/007/AL4500E06-E6__56063.jpg,AL4500E06-E6,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,701-800
111700,AL4900E04-E6 - Avaya ERS 4950GTS-PWR+ Ethernet Switch,AL4900E04-E6 - Avaya ERS 4950GTS-PWR+ Ethernet Switch,https://refurbtechltd.co.uk/al4900e04-e6-avaya-ers-4950gts-pwr-ethernet-switch/,3082 USD,1541 USD,Avaya,,New,http://refurbtechltd.co.uk/product_images/z/027/AL4900E04-E6__04979.jpg,AL4900E04-E6,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111716,AM866C - HP 8/8 Base E Port SAN Switch,AM866C - HP 8/8 Base E Port SAN Switch,https://refurbtechltd.co.uk/am866c-hp-8-8-base-e-port-san-switch/,3082 USD,1541 USD,HP,,New,http://refurbtechltd.co.uk/product_images/j/298/AM866C__19644.jpg,AM866C,Network Switches,9999,,,3 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111719,AM868C - HP 8/24 Base Full Fabric Port SAN Net Switch,AM868C - HP 8/24 Base Full Fabric Port SAN Net Switch,https://refurbtechltd.co.uk/am868c-hp-8-24-base-full-fabric-port-san-net-switch/,7280 USD,3640 USD,HP,,New,http://refurbtechltd.co.uk/product_images/f/770/AM868C__73310.jpg,AM868C,Network Switches,9999,,,3 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111794,AP862C - HP 1606 FCIP 4Ports Enabled 8Gb/s FC 2Ports Enabled 1Gb/s Base Switch,AP862C - HP 1606 FCIP 4Ports Enabled 8Gb/s FC 2Ports Enabled 1Gb/s Base Switch,https://refurbtechltd.co.uk/ap862c-hp-1606-fcip-4ports-enabled-8gb-s-fc-2ports-enabled-1gb-s-base-switch/,6680 USD,3340 USD,HP,,New,http://refurbtechltd.co.uk/product_images/t/830/AP862C__25295.jpg,AP862C,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111795,AP8641 - APC 1606 Fcip 22Ports 8Gb/s SFP+ Fibre Channel 10/100/1000 Base-T Rack-mountable 1U Gigabit Ethernet Switch,AP8641 - APC 1606 Fcip 22Ports 8Gb/s SFP+ Fibre Channel 10/100/1000 Base-T Rack-mountable 1U Gigabit Ethernet Switch,https://refurbtechltd.co.uk/ap8641-apc-1606-fcip-22ports-8gb-s-sfp-fibre-channel-10-100-1000-base-t-rack-mountable-1u-gigabit-ethernet-switch/,3680 USD,1840 USD,APC,,New,http://refurbtechltd.co.uk/product_images/e/933/AP8641__57591.jpg,AP8641,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,greater than 1000
111796,AP8958 - APC Switched Rack 8-Outlets PDU Zero U Rack-mountable,AP8958 - APC Switched Rack 8-Outlets PDU Zero U Rack-mountable,https://refurbtechltd.co.uk/ap8958-apc-switched-rack-8-outlets-pdu-zero-u-rack-mountable/,1142 USD,571 USD,APC,,New,http://refurbtechltd.co.uk/product_images/y/375/AP8958__76141.jpg,AP8958,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,501-600
111928,AT-GS910/16-10 - Allied Telesis 16Ports 10/100/1000t Unmanaged Switch With Internal Psu,AT-GS910/16-10 - Allied Telesis 16Ports 10/100/1000t Unmanaged Switch With Internal Psu,https://refurbtechltd.co.uk/at-gs910-16-10-allied-telesis-16ports-10-100-1000t-unmanaged-switch-with-internal-psu/,518 USD,259 USD,Allied Telesis,,New,http://refurbtechltd.co.uk/product_images/h/960/AT-GS910-16-10__61407.jpg,AT-GS910/16-10,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,201-300
111929,AT-GS910/5-10 - Allied Telesis 5Ports 10/100/1000Base-T Unmanaged Switch With Internal Psu,AT-GS910/5-10 - Allied Telesis 5Ports 10/100/1000Base-T Unmanaged Switch With Internal Psu,https://refurbtechltd.co.uk/at-gs910-5-10-allied-telesis-5ports-10-100-1000base-t-unmanaged-switch-with-internal-psu/,300 USD,150 USD,Allied Telesis,,New,http://refurbtechltd.co.uk/product_images/r/254/AT-GS910-5-10__07626.jpg,AT-GS910/5-10,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,101-200
111930,AT-GS910/8-10 - Allied Telesis 8Ports 10/100/1000Base-T Unmanaged Switch With Internal Psu,AT-GS910/8-10 - Allied Telesis 8Ports 10/100/1000Base-T Unmanaged Switch With Internal Psu,https://refurbtechltd.co.uk/at-gs910-8-10-allied-telesis-8ports-10-100-1000base-t-unmanaged-switch-with-internal-psu/,312 USD,156 USD,Allied Telesis,,New,http://refurbtechltd.co.uk/product_images/t/746/AT-GS910-8-10__47435.jpg,AT-GS910/8-10,Network Switches,9999,,,1 lb,in stock,Electronics > Networking > Hubs & Switches,101-200
